96.05	-1.871
96.1	-2.114
96.15	-2.327
96.2	-2.131
96.25	-2.075
96.3	-1.172
96.35	-2.053
96.45	-2.286
96.48	-1.96
96.6	-1.991
96.65	-2.2
96.67	-2.18
96.7	-1.859
96.75	-2.222
96.8	-2.036
96.82	-2.2
96.85	-2.109
96.95	-2.216
97	-2.15
97.02	-1.93
97.05	-1.975
97.1	-2.105
97.22	-1.98
97.3	-1.713
97.35	-1.872
97.4	-1.783
97.42	-2.05
97.45	-1.983
97.5	-2.013
97.55	-1.764
97.6	-2.183
97.65	-1.715
97.7	-1.486
97.82	-1.58
97.85	-1.766
97.9	-1.507
98	-1.807
98.02	-1.77
98.06	-1.578
98.15	-1.808
98.32	-1.51
98.52	-1.8
98.72	-1.383
99.12	-1.61
99.32	-1.52
99.47	-1.59
99.52	-1.61
99.67	-1.51
100.07	-1.45
100.27	-1.46
100.77	-1.53
100.97	-1.36
101.05	-1.41
101.37	-1.37
101.4	-1.75
101.5	-1.351
101.55	-1.372
101.57	-1.29
101.65	-1.96
101.77	-1.68
101.85	-1.801
101.9	-1.383
102	-1.553
102.1	-1.673
102.15	-1.464
102.2	-1.923
102.22	-1.73
102.25	-0.927
102.27	-1.63
102.3	-1.702
102.35	-1.556
102.4	-1.42
102.42	-1.63
102.45	-1.672
102.5	-1.755
102.55	-1.569
102.6	-1.493
102.63	-1.41
102.65	-1.225
102.67	-1.54
102.7	-1.732
102.75	-1.576
102.8	-1.809
102.82	-1.59
102.85	-1.902
102.87	-1.72
102.9	-1.885
102.95	-1.47
103	-1.254
103.02	-1.68
103.05	-1.696
103.07	-1.43
103.1	-1.53
103.2	-1.683
103.22	-1.34
103.25	-1.846
103.27	-1.75
103.3	-1.67
103.35	-1.892
103.4	-2.145
103.42	-1.73
103.45	-1.6
103.6	-1.952
103.65	-1.826
103.7	-1.69
103.72	-1.377
103.75	-1.534
103.77	-1.332
103.8	-1.739
103.85	-1.543
103.9	-1.576
103.92	-1.56
103.95	-1.646
103.97	-1.728
104	-1.98
104.05	-1.206
104.1	-1.598
104.12	-1.49
104.15	-1.413
104.17	-1.152
104.2	-1.036
104.25	-1.377
104.3	-1.65
104.32	-1.929
104.35	-1.16
104.37	-1.064
104.4	-1.754
104.43	-1.19
104.45	-1.388
104.48	-1.115
104.5	-1.441
104.52	-1.46
104.53	-1.717
104.54	-1.185
104.56	-1.168
104.58	-1.296
104.63	-1.183
104.67	-1.508
104.68	-1.154
104.73	-1.048
104.78	-1.63
104.83	-1.697
104.84	-1.4
104.88	-1.096
104.93	-1.06
104.98	-1.384
105.01	-1.42
105.03	-1.488
105.08	-1.303
105.13	-1.237
105.18	-1.441
105.23	-1.156
105.28	-1.031
105.3	-1.43
105.33	-1.433
105.38	-1.527
105.43	-1.242
105.46	-1.41
105.48	-1.483
105.53	-1.326
105.58	-1.44
105.63	-1.415
105.68	-1.728
105.73	-1.24
105.79	-1.912
105.8	-1.47
105.82	-1.647
105.87	-1.532
105.93	-1.555
105.98	-1.423
106.03	-1.783
106.05	-1.41
106.08	-1.345
106.13	-1.148
106.18	-1.731
106.23	-1.649
106.3	-1.41
106.33	-1.452
106.38	-1.298
106.43	-1.175
106.48	-1.327
106.5	-1.42
106.53	-1.458
106.58	-1.401
106.63	-1.433
106.68	-1.39
106.73	-1.422
106.78	-1.365
106.8	-1.38
106.83	-1.626
106.88	-1.29
106.93	-1.204
106.98	-1.571
107.01	-1.51
107.03	-1.533
107.08	-1.389
107.18	-1.438
107.2	-1.1
107.23	-0.962
107.28	-1.584
107.3	-1.23
107.33	-1.395
107.38	-1.239
107.43	-1.412
107.48	-1.694
107.5	-1.51
107.53	-1.628
107.58	-1.073
107.63	-1.416
107.68	-1.13
107.73	-1.263
107.78	-1.277
107.8	-1.14
107.83	-1.237
107.88	-1.191
107.93	-1.224
107.98	-1.028
107.99	-1.384
108.03	-1.381
108.08	-1.354
108.13	-1.517
108.18	-1.431
108.23	-1.245
108.28	-1.159
108.33	-1.289
108.38	-1.133
108.43	-1.206
108.48	-1.14
108.5	-1.37
108.53	-1.084
108.58	-1.296
108.63	-1.609
108.68	-1.562
108.73	-1.337
108.8	-0.911
108.82	-1.41
108.83	-1.445
108.88	-1.191
108.93	-1.347
108.98	-1.333
109.02	-1.29
109.03	-1.129
109.08	-1.224
109.13	-1.22
109.18	-1.305
109.19	-1.46
109.21	-1.4
109.23	-1.4
109.28	-1.685
109.33	-1.411
109.38	-1.367
109.39	-1.4
109.43	-1.473
109.48	-1.528
109.53	-1.723
109.58	-1.519
109.63	-1.256
109.68	-1.221
109.73	-1.476
109.77	-1.52
109.78	-1.551
109.8	-1.45
109.83	-1.806
109.88	-1.502
109.93	-1.411
109.96	-1.61
109.98	-1.557
110.03	-1.503
110.13	-1.603
110.18	-1.38
110.23	-1.82
110.3	-1.327
110.33	-1.711
110.35	-1.36
110.38	-1.385
110.44	-1.64
110.48	-1.578
110.53	-1.641
110.58	-1.505
110.63	-1.419
110.68	-0.974
110.73	-0.997
110.8	-1.422
110.82	-1.38
110.83	-1.28
110.93	-1.184
110.98	-1.227
111.03	-1.4
111.08	-1.374
111.13	-1.716
111.18	-1.63
111.2	-1.75
111.23	-1.573
111.27	-1.769
111.28	-2.046
111.29	-1.75
111.32	-1.4
111.33	-1.96
111.38	-1.704
111.39	-1.406
111.42	-1.63
111.43	-1.495
111.47	-1.349
111.48	-1.469
111.53	-1.412
111.54	-1.385
111.58	-1.336
111.62	-1.53
111.63	-1.519
111.68	-1.682
111.69	-1.751
111.73	-1.257
111.75	-1.208
111.8	-1.309
111.81	-1.38
111.82	-1.38
111.84	-1.553
111.85	-1.488
111.9	-1.816
111.95	-1.511
112	-1.455
112.01	-1.569
112.02	-1.41
112.05	-1.317
112.06	-1.475
112.1	-1.117
112.12	-1.491
112.15	-1.129
112.17	-1.338
112.2	-1.383
112.22	-1.36
112.23	-1.165
112.25	-1.309
112.28	-1.63
112.3	-1.539
112.34	-1.367
112.35	-1.658
112.39	-1.951
112.4	-1.674
112.45	-1.389
112.5	-1.534
112.55	-1.279
112.56	-1.493
112.6	-1.531
112.61	-1.489
112.65	-1.457
112.7	-1.93
112.75	-1.408
112.8	-1.696
112.82	-1.547
112.85	-1.29
112.9	-1.573
112.95	-1.483
113	-1.304
113.05	-1.395
113.1	-1.052
113.15	-1.214
113.2	-1.207
113.25	-1.184
113.3	-1.139
113.35	-1.578
113.4	-1.177
113.45	-1.687
113.5	-1.623
113.55	-1.481
113.6	-1.518
113.61	-1.486
113.65	-1.378
113.7	-1.526
113.75	-1.314
113.8	-1.319
113.85	-1.602
113.9	-1.328
113.95	-1.329
114	-1.37
114.05	-1.251
114.1	-1.4
114.12	-1.524
114.15	-1.385
114.2	-1.453
114.25	-1.495
114.3	-1.398
114.35	-1.262
114.4	-1.289
114.45	-1.359
114.5	-1.463
114.55	-1.17
114.6	-1.574
114.62	-1.31
114.65	-1.554
114.7	-1.278
114.75	-1.428
114.8	-1.322
114.85	-1.408
114.9	-1.431
114.95	-1.374
115	-1.366
115.05	-1.591
115.1	-1.57
115.15	-1.461
115.2	-1.398
115.25	-1.494
115.3	-1.085
115.35	-1.514
115.4	-1.279
115.45	-1.161
115.5	-1.175
115.55	-1.248
115.6	-1.36
115.65	-1.468
115.7	-1.379
115.75	-1.358
115.8	-1.606
115.85	-1.565
115.9	-1.671
115.95	-1.75
115.96	-1.88
116	-1.502
116.04	-1.507
116.05	-1.579
116.09	-1.358
116.14	-1.368
116.19	-1.293
116.24	-1.472
116.29	-1.372
116.34	-1.525
116.39	-1.505
116.44	-1.536
116.49	-1.432
116.54	-1.401
116.59	-1.322
116.64	-1.45
116.69	-1.261
116.74	-1.36
116.79	-1.286
116.84	-1.288
116.89	-1.415
116.94	-1.516
116.99	-1.355
117.04	-1.467
117.09	-1.226
117.14	-1.86
117.19	-1.529
117.24	-1.442
117.29	-1.298
117.34	-1.671
117.39	-1.649
117.44	-1.573
117.49	-1.802
117.51	-1.863
117.54	-1.817
117.59	-1.591
117.64	-1.547
117.69	-1.781
117.74	-1.446
117.79	-1.404
117.84	-1.26
117.89	-1.361
117.94	-1.312
117.99	-1.573
118.04	-1.451
118.09	-1.323
118.14	-1.427
118.19	-1.512
118.24	-1.406
118.29	-1.518
118.34	-1.536
118.39	-1.661
118.44	-1.578
118.47	-1.77
118.49	-1.576
118.54	-1.565
118.59	-1.52
118.64	-1.235
118.69	-1.686
118.74	-1.342
118.79	-1.443
118.84	-1.503
118.89	-1.416
118.94	-1.467
118.99	-1.601
119.01	-1.492
119.04	-1.433
119.09	-1.668
119.14	-1.512
119.19	-1.374
119.24	-1.602
119.29	-1.489
119.34	-1.555
119.39	-1.567
119.44	-1.564
119.49	-1.584
119.54	-1.467
119.59	-1.686
119.64	-1.89
119.69	-1.648
119.74	-1.686
119.77	-1.75
119.84	-1.679
119.89	-1.688
119.94	-1.746
119.99	-1.612
120.04	-1.631
120.09	-1.664
120.14	-1.69
120.19	-1.608
120.24	-1.369
120.29	-1.548
120.34	-1.557
120.39	-1.42
120.44	-1.621
120.49	-1.549
120.54	-1.172
120.59	-1.701
120.64	-1.365
120.69	-1.403
120.74	-1.286
120.79	-1.613
120.84	-1.258
120.89	-1.229
120.94	-1.535
120.99	-1.325
121.01	-1.6
121.04	-1.525
121.09	-1.729
121.14	-1.413
121.19	-1.567
121.24	-1.239
121.29	-1.402
121.39	-1.607
121.44	-1.479
121.46	-1.5
121.49	-1.496
121.54	-1.58
121.59	-1.51
121.62	-1.463
121.67	-1.486
121.72	-1.355
121.77	-1.343
121.82	-1.494
121.87	-1.408
121.92	-1.202
121.97	-1.333
122.02	-1.318
122.07	-0.873
122.09	-1.59
122.12	-1.517
122.17	-1.508
122.22	-1.484
122.27	-1.302
122.32	-1.326
122.37	-1.653
122.42	-1.425
122.47	-1.27
122.52	-1.384
122.57	-1.526
122.62	-1.465
122.67	-1.482
122.69	-1.75
122.72	-1.525
122.77	-1.404
122.82	-1.283
122.87	-1.483
122.92	-1.292
122.97	-1.259
123.02	-1.303
123.07	-1.261
123.12	-1.348
123.17	-1.544
123.22	-1.544
123.27	-1.367
123.32	-1.257
123.37	-1.352
123.42	-1.413
123.47	-1.471
123.52	-1.427
123.57	-1.54
123.62	-1.441
123.63	-1.54
123.67	-1.417
123.72	-1.518
123.77	-1.552
123.82	-1.294
123.87	-1.296
123.92	-1.482
123.97	-1.55
124.02	-1.565
124.07	-1.345
124.12	-1.608
124.17	-1.274
124.19	-1.499
124.22	-1.678
124.27	-1.908
124.32	-1.581
124.37	-1.724
124.42	-1.695
124.47	-1.531
124.52	-1.982
124.57	-1.535
124.62	-1.446
124.67	-1.77
124.72	-1.688
124.77	-1.622
124.79	-1.68
124.83	-1.71
124.89	-1.844
124.94	-1.673
124.99	-1.724
125.04	-1.632
125.09	-1.734
125.14	-1.71
125.19	-1.54
125.24	-1.511
125.29	-1.696
125.34	-1.865
125.39	-1.473
125.44	-1.786
125.49	-1.781
125.54	-1.763
125.59	-1.44
125.64	-1.603
125.69	-1.436
125.74	-1.487
125.8	-1.362
125.84	-1.493
125.89	-1.73
125.99	-1.661
126.44	-1.459
126.49	-1.552
126.54	-1.365
126.59	-1.436
126.64	-1.359
126.69	-1.403
126.74	-1.239
126.79	-1.84
126.84	-1.405
126.89	-1.428
126.94	-1.944
126.99	-1.811
127.04	-1.207
127.09	-1.581
127.14	-1.69
127.19	-1.589
127.24	-1.578
127.28	-1.261
127.29	-1.75
127.34	-1.783
127.39	-1.545
127.44	-1.326
127.49	-1.309
127.54	-1.3
127.59	-1.456
127.64	-1.527
127.69	-1.396
127.74	-1.282
127.79	-1.61
127.81	-1.46
127.84	-1.813
127.89	-1.686
127.94	-1.622
127.99	-1.625
128.04	-1.642
128.09	-1.524
128.14	-1.367
128.19	-1.593
128.24	-1.459
128.29	-1.59
128.31	-1.807
128.34	-1.636
128.39	-1.461
128.44	-1.806
128.49	-1.348
128.54	-1.727
128.59	-1.554
128.64	-1.664
128.69	-1.566
128.72	-1.585
128.74	-1.665
128.79	-1.505
128.84	-1.646
128.89	-1.65
128.94	-1.709
128.99	-1.641
129.04	-1.827
129.09	-1.725
129.14	-1.554
129.19	-1.868
129.24	-1.589
129.29	-1.684
129.34	-1.286
129.39	-1.469
129.44	-1.669
129.47	-1.83
129.49	-1.747
129.54	-1.7
129.59	-1.829
129.64	-1.926
129.69	-1.686
129.74	-1.749
129.79	-1.602
129.84	-1.671
129.89	-1.443
129.94	-1.612
129.97	-1.82
129.98	-1.68
129.99	-1.862
130.04	-1.889
130.09	-1.833
130.14	-1.706
130.19	-1.686
130.21	-1.518
130.24	-1.512
130.29	-1.791
130.34	-1.991
130.39	-1.734
130.44	-1.83
130.47	-2.336
130.49	-1.877
130.54	-1.712
130.59	-1.627
130.64	-1.955
130.69	-1.552
130.72	-1.695
130.74	-1.989
130.79	-1.665
130.84	-1.765
130.89	-1.975
130.94	-1.851
130.97	-2.054
130.99	-1.884
131.04	-1.77
131.09	-1.597
131.14	-1.335
131.19	-1.339
131.22	-1.77
131.24	-1.397
131.29	-1.523
131.34	-1.71
131.39	-1.628
131.44	-1.398
131.47	-1.434
131.49	-1.409
131.54	-1.566
