dataAbscissa/Depth	Age	dataOrdinate/Value
146.2	26985.2	-1.98
146.27	26990.7	-1.994
146.37	26998.6	-1.861
146.47	27006.5	-1.756
146.57	27014.3	-1.713
146.67	27022.2	-2.012
146.7	27024.6	-2.108
146.77	27030.1	-1.961
146.87	27037.9	-2.071
146.97	27045.8	-2.033
147.07	27053.7	-1.901
147.2	27063.9	-2
147.27	27069.4	-2.277
147.47	27085.1	-2.044
147.57	27093	-1.967
147.67	27100.8	-1.715
147.77	27108.7	-2.163
147.87	27116.6	-2.006
147.97	27124.4	-1.829
148.07	27132.3	-1.682
148.17	27140.2	-1.63
148.2	27142.5	-1.901
148.23	27144.9	-1.905
148.27	27148	-2.087
148.37	27155.9	-1.956
148.42	27159.8	-1.91
148.47	27163.8	-1.865
148.57	27171.6	-2.077
148.67	27179.5	-1.765
148.7	27181.9	-1.68
148.77	27187.4	-1.771
148.97	27203.1	-1.686
149.07	27211	-1.853
149.17	27218.8	-1.382
149.2	27221.2	-1.463
149.27	27226.7	-1.475
149.37	27234.6	-1.513
149.47	27242.4	-2.044
149.57	27250.3	-1.984
149.67	27258.2	-1.421
149.7	27260.5	-1.306
149.77	27266	-1.92
149.87	27273.9	-1.929
149.97	27281.7	-2.023
150.02	27285.7	-1.44
150.07	27289.6	-1.987
150.17	27297.5	-2.098
150.28	27306.1	-1.993
150.39	27314.8	-1.779
150.49	27322.6	-1.686
150.6	27331.3	-1.579
150.81	27347.8	-2.044
150.92	27356.5	-1.515
151.02	27364.3	-1.733
151.1	27370.6	-1.35
151.13	27373	-1.365
151.23	27380.8	-1.823
151.34	27389.5	-2.16
151.45	27398.2	-1.876
151.55	27406	-1.79
151.6	27410	-1.73
151.66	27414.7	-1.905
151.76	27422.5	-1.844
151.8	27425.7	-1.83
151.87	27431.2	-1.851
151.98	27439.8	-1.831
152.08	27447.7	-1.9
152.1	27449.3	-1.7
152.19	27456.4	-1.354
152.29	27464.2	-1.621
152.33	27467.4	-1.595
152.4	27472.9	-1.807
152.51	27481.5	-1.475
152.6	27488.6	-1.521
152.61	27489.4	-1.34
152.72	27498	-1.728
152.83	27506.7	-2.041
152.93	27514.6	-1.919
153.04	27523.2	-1.913
153.1	27527.9	-1.61
153.14	27531.1	-2.187
153.25	27539.7	-2.044
153.36	27548.4	-1.766
153.39	27550.7	-1.47
153.46	27556.2	-1.765
153.57	27564.9	-1.991
153.6	27567.3	-1.47
153.66	27572	-1.868
153.69	27574.3	-1.84
153.75	27579.1	-1.402
153.78	27581.4	-1.921
153.84	27586.1	-2.046
153.87	27588.5	-2.01
153.89	27590.1	-2.106
153.92	27592.4	-2.013
153.93	27593.2	-1.737
153.98	27597.1	-1.649
154.02	27600.3	-1.543
154.08	27605	-1.728
154.11	27607.4	-1.538
154.17	27612.1	-1.959
154.2	27614.4	-1.816
154.26	27619.2	-1.618
154.31	27623.1	-1.77
154.36	27627	-1.805
154.45	27634.1	-1.73
154.46	27634.9	-2.097
154.55	27642	-1.882
154.66	27650.6	-2.069
154.76	27658.5	-1.81
154.89	27668.7	-1.583
154.98	27675.8	-1.886
155.09	27684.4	-2.187
155.2	27693.1	-1.961
155.32	27702.5	-1.728
155.42	27710.4	-1.71
155.54	27719.8	-1.748
155.64	27727.7	-1.923
155.76	27737.1	-2.291
155.86	27745	-1.993
155.95	27752.1	-1.919
155.97	27753.7	-2.3
156.07	27761.5	-1.662
156.17	27769.4	-1.393
156.18	27770.2	-1.775
156.27	27777.3	-1.256
156.29	27778.8	-1.849
156.37	27785.1	-1.483
156.4	27787.5	-1.594
156.47	27793	-1.565
156.51	27796.1	-1.577
156.57	27800.9	-1.535
156.67	27808.7	-1.682
156.77	27816.6	-1.482
156.87	27824.4	-1.386
156.92	27828.4	-2.035
156.97	27832.3	-1.396
157.07	27840.2	-2.114
157.17	27848	-1.842
157.27	27855.9	-2.033
157.37	27863.8	-2.057
157.4	27866.1	-1.81
157.47	27871.6	-1.581
157.87	27903.1	-1.784
157.92	27907	-1.83
157.97	27911	-2.223
158.07	27918.8	-1.948
158.17	27926.7	-2.18
158.27	27934.6	-1.999
158.37	27942.4	-2.119
158.42	27946.4	-2.017
158.47	27950.3	-2.264
158.57	27958.2	-2.162
158.67	27966	-2.253
158.77	27973.9	-1.85
158.87	27981.8	-1.783
158.97	27989.6	-1.868
159.07	27997.5	-1.489
159.17	28005.3	-1.79
159.27	28013.2	-1.598
159.37	28021.1	-1.614
159.4	28023.4	-1.728
159.42	28025	-1.814
159.47	28028.9	-1.768
159.57	28036.8	-1.78
159.67	28044.7	-1.82
159.77	28052.5	-1.785
159.87	28060.4	-1.774
159.92	28064.3	-2.194
159.97	28068.3	-1.75
160.17	28084	-1.905
160.27	28090.7	-1.605
160.42	28100.9	-1.65
160.47	28104.2	-1.679
160.57	28111	-2.012
160.67	28117.7	-1.852
160.77	28124.5	-1.455
160.87	28131.2	-1.503
160.91	28133.9	-1.47
160.92	28134.6	-1.685
160.97	28138	-1.355
161.17	28151.5	-1.475
161.37	28164.9	-1.842
161.42	28168.3	-1.82
161.47	28171.7	-1.772
161.57	28178.4	-1.442
161.67	28185.2	-1.324
161.77	28191.9	-2.069
161.87	28198.7	-1.731
161.92	28202	-1.66
161.97	28205.4	-1.543
162.07	28212.2	-1.456
162.17	28218.9	-1.462
162.27	28225.6	-2.008
162.37	28232.4	-1.861
162.42	28235.8	-1.65
162.47	28239.1	-1.815
162.57	28245.9	-1.495
162.67	28252.6	-1.145
162.77	28259.4	-1.43
162.87	28266.1	-2.057
162.92	28269.5	-1.647
162.97	28272.9	-1.792
163.07	28279.6	-1.5
163.09	28281	-1.667
163.19	28287.7	-1.819
163.27	28293.1	-1.769
163.29	28294.4	-1.77
163.36	28299.2	-1.896
163.39	28301.2	-1.43
163.41	28302.5	-1.97
163.49	28307.9	-1.461
163.54	28311.3	-1.982
163.58	28314	-1.421
163.63	28317.4	-1.881
163.67	28320.1	-1.963
163.77	28326.8	-2.147
163.82	28330.2	-1.69
163.86	28332.9	-2.045
163.95	28339	-2.035
164.04	28345	-1.918
164.14	28351.8	-1.838
164.23	28357.8	-2.03
164.32	28363.9	-2.05
164.41	28370	-1.855
164.51	28376.7	-1.819
164.6	28382.8	-1.919
164.69	28388.9	-1.634
164.79	28395.6	-1.875
164.88	28401.7	-1.803
164.97	28407.8	-1.446
165.06	28413.8	-1.171
165.16	28420.6	-1.409
165.25	28426.6	-1.537
165.32	28431.4	-1.98
165.34	28432.7	-1.592
165.43	28438.8	-1.609
165.53	28445.5	-1.947
165.62	28451.6	-1.683
165.71	28457.7	-1.537
165.81	28464.4	-1.528
165.82	28465.1	-1.67
165.9	28470.5	-1.408
165.99	28476.6	-1.857
166.27	28495.4	-1.705
166.32	28498.8	-1.53
166.36	28501.5	-2.027
166.46	28508.3	-1.543
166.55	28514.3	-1.326
166.64	28520.4	-1.563
166.73	28526.5	-1.796
166.74	28527.2	-1.76
166.83	28533.2	-1.685
166.92	28539.3	-1.894
167.01	28545.4	-1.554
167.1	28551.4	-1.743
167.18	28556.8	-1.543
167.2	28558.2	-1.669
167.29	28564.2	-1.605
167.38	28570.3	-1.814
167.48	28577.1	-1.599
167.57	28583.1	-1.474
167.66	28589.2	-1.792
167.68	28590.6	-1.48
167.75	28595.3	-1.67
167.94	28608.1	-1.372
168.04	28614.8	-2.062
168.14	28621.6	-1.831
168.18	28624.3	-1.77
168.23	28627.7	-1.878
168.33	28634.4	-1.186
168.42	28640.5	-1.485
168.52	28647.2	-1.451
168.62	28654	-1.504
168.71	28660	-1.812
168.81	28666.8	-1.992
168.83	28668.1	-1.814
168.9	28672.8	-1.684
168.93	28674.9	-1.433
168.99	28678.9	-1.665
169.1	28686.3	-1.694
169.13	28688.4	-1.666
169.18	28691.7	-1.74
169.19	28692.4	-1.734
169.23	28695.1	-1.658
169.29	28699.2	-1.598
169.33	28701.8	-1.774
169.38	28705.2	-2.129
169.43	28708.6	-1.289
169.53	28715.3	-1.523
169.63	28722.1	-1.924
169.73	28728.8	-1.925
169.83	28735.6	-1.994
169.93	28742.3	-1.842
170.03	28749.1	-1.737
170.13	28755.8	-1.788
170.18	28759.2	-1.918
170.2	28760.5	-2.138
170.23	28762.6	-1.869
170.33	28769.3	-1.683
170.43	28776	-1.613
170.53	28782.8	-1.628
170.63	28789.5	-1.498
170.68	28792.9	-1.8
170.73	28796.3	-1.635
170.83	28803	-1.603
170.93	28809.8	-1.743
171.03	28816.5	-1.931
171.13	28823.3	-2.036
171.18	28826.6	-1.77
171.23	28830	-1.726
171.33	28836.7	-1.896
171.43	28843.5	-1.761
171.53	28850.2	-1.755
171.63	28857	-1.863
171.68	28860.4	-1.62
171.73	28863.7	-1.688
171.83	28870.5	-1.713
171.93	28877.2	-1.717
172.03	28884	-1.954
172.13	28890.7	-1.626
172.18	28894.1	-1.614
172.23	28897.5	-1.801
172.33	28904.2	-1.692
172.43	28910.9	-1.902
172.53	28917.7	-1.634
172.63	28924.4	-2.001
172.68	28927.8	-1.85
172.73	28931.2	-1.798
172.83	28937.9	-1.588
172.93	28944.7	-1.873
173.03	28951.4	-2.009
173.13	28958.2	-1.828
173.18	28961.5	-1.86
173.23	28964.9	-1.886
173.33	28971.7	-2.327
173.43	28978.4	-1.966
173.53	28985.1	-2.4
173.63	28991.9	-1.969
173.67	28994.6	-1.714
173.68	28995.3	-1.9
173.73	28998.6	-1.836
173.77	29001.3	-1.736
173.83	29005.4	-2.011
173.87	29008.1	-1.876
173.93	29012.1	-1.713
173.97	29014.8	-1.751
173.98	29015.5	-1.443
174.03	29018.9	-1.755
174.07	29021.6	-1.792
174.12	29024.9	-1.67
174.27	29035.1	-1.385
174.37	29041.8	-1.614
174.47	29048.5	-2.048
174.57	29055.3	-1.607
174.62	29058.7	-1.59
174.67	29062	-1.644
174.77	29068.8	-2.034
174.87	29075.5	-2.189
174.97	29082.3	-2.031
175.07	29089	-1.723
175.12	29092.4	-1.672
175.27	29102.5	-2.057
175.37	29109.3	-1.757
175.47	29116	-1.169
175.57	29122.7	-1.378
175.62	29126.1	-1.62
175.67	29129.5	-2.051
175.77	29136.2	-2.092
175.87	29143	-1.843
175.97	29149.7	-1.762
176.07	29156.5	-1.786
176.17	29163.2	-1.9
176.27	29170	-1.658
176.37	29176.7	-1.942
176.57	29190.2	-1.44
176.62	29193.6	-1.583
176.67	29196.9	-1.471
176.77	29203.7	-1.81
176.87	29210.4	-2.065
176.97	29217.2	-2.081
177.07	29223.9	-2.099
177.12	29227.3	-1.87
177.17	29230.7	-1.984
177.27	29237.4	-1.973
177.37	29244.2	-1.958
177.47	29250.9	-1.908
177.57	29257.6	-1.654
177.62	29261	-1.61
177.64	29262.4	-1.61
177.77	29271.1	-1.761
177.87	29277.9	-2.289
177.97	29284.6	-1.648
178.07	29291.4	-1.743
178.17	29298.1	-1.745
178.27	29304.9	-2.032
178.37	29311.6	-1.959
178.47	29318.3	-2.284
178.57	29325.1	-2.121
178.62	29328.5	-1.483
178.77	29338.6	-1.982
178.87	29345.3	-2.059
178.97	29352.1	-1.948
179.07	29358.8	-1.353
179.12	29362.2	-1.62
179.17	29365.6	-1.472
179.2	29367.6	-1.45
179.28	29373	-1.692
179.39	29380.4	-1.522
179.51	29388.5	-1.287
179.62	29395.9	-1.413
179.7	29401.3	-1.69
179.73	29403.3	-1.851
179.85	29411.4	-1.567
179.96	29418.8	-1.915
180.07	29426.3	-1.743
180.19	29434.4	-1.564
180.2	29435	-1.686
180.41	29449.2	-1.946
180.52	29456.6	-2.036
180.64	29464.7	-1.691
180.7	29468.8	-1.78
180.75	29472.1	-1.759
180.86	29479.6	-1.705
180.97	29487	-1.774
180.98	29487.6	-1.61
181.07	29493.7	-1.617
181.09	29495.1	-1.86
181.17	29500.5	-1.224
181.2	29502.5	-1.63
181.27	29507.2	-1.799
181.32	29510.6	-1.634
181.37	29514	-1.586
181.43	29518	-1.568
181.47	29520.7	-1.623
181.57	29527.4	-1.422
181.67	29534.2	-1.009
181.7	29536.2	-1.301
181.77	29540.9	-1.542
181.87	29547.7	-1.532
181.97	29554.4	-1.302
182.07	29561.2	-1.157
182.17	29567.9	-0.953
182.2	29569.9	-1.11
182.27	29574.7	-1.102
182.37	29581.4	-1.714
182.47	29588.1	-1.894
182.52	29591.5	-1.54
182.57	29594.9	-1.668
182.67	29601.6	-1.825
182.7	29603.7	-1.544
182.72	29605	-1.79
182.77	29608.4	-1.861
182.87	29615.1	-1.671
182.97	29621.9	-1.868
183.07	29628.6	-1.441
183.17	29635.4	-1.862
183.2	29637.4	-1.6
183.21	29638.1	-1.8
183.28	29642.8	-1.572
183.4	29650.9	-1.732
183.52	29659	-2.117
183.64	29667.1	-1.752
183.76	29675.2	-1.637
183.81	29678.5	-1.701
183.88	29683.3	-1.351
184	29691.3	-1.384
184.11	29698.8	-1.172
184.12	29699.4	-1.53
184.21	29705.5	-1.589
184.24	29707.5	-1.068
184.28	29710.2	-1.444
184.31	29712.3	-1.724
184.35	29715	-1.354
184.41	29719	-1.631
184.47	29723.1	-1.587
184.51	29725.7	-1.399
184.59	29731.1	-1.529
184.61	29732.5	-1.576
184.71	29739.2	-1.834
184.79	29744.6	-1.817
184.81	29746	-1.69
184.91	29752.7	-1.956
185.01	29759.5	-1.427
185.11	29766.2	-1.371
185.28	29777.7	-1.71
185.31	29779.7	-1.559
185.41	29786.5	-1.538
185.51	29793.2	-1.648
185.61	29799.9	-1.75
185.71	29806.7	-1.702
185.78	29811.4	-1.792
185.81	29813.4	-1.781
185.91	29820.2	-1.49
186.01	29826.9	-1.576
186.11	29833.7	-1.658
186.2	29839.7	-1.585
186.21	29840.4	-1.558
186.24	29842.4	-1.408
186.28	29845.1	-1.843
186.29	29845.8	-1.56
186.33	29848.5	-1.126
186.37	29851.2	-1.258
186.41	29853.9	-1.767
186.45	29856.6	-1.67
186.5	29860	-1.675
186.54	29862.7	-1.505
186.58	29865.4	-1.418
186.62	29868.1	-1.215
186.66	29870.8	-2.033
186.71	29874.1	-1.731
186.72	29874.8	-1.597
186.75	29876.8	-0.865
186.83	29882.2	-1.951
186.93	29889	-1.446
187.03	29895.7	-1.818
187.13	29902.5	-1.792
187.23	29909.2	-1.667
187.26	29911.2	-1.55
187.33	29916	-1.703
187.43	29922.7	-1.362
187.53	29929.5	-1.545
187.73	29942.9	-1.537
187.78	29946.3	-1.279
187.83	29949.7	-0.992
187.93	29956.4	-1.347
188.03	29963.2	-1.248
188.13	29969.9	-1.976
188.23	29976.7	-1.76
188.28	29980	-1.73
188.33	29983.4	-1.714
188.43	29990.2	-1.57
188.53	29996.9	-1.721
188.63	30003.6	-1.573
188.73	30010.4	-1.658
188.78	30013.8	-1.182
188.93	30023.9	-1.389
189.03	30030.6	-1.933
189.13	30037.4	-1.49
189.23	30044.1	-1.392
189.28	30047.5	-1.5
189.33	30050.9	-1.206
189.43	30057.6	-1.576
189.53	30064.4	-1.332
189.63	30071.1	-1.184
189.73	30077.8	-1.333
189.78	30081.2	-1.54
189.83	30084.6	-1.953
189.85	30085.9	-1.287
189.9	30089.3	-1.581
189.93	30091.3	-1.612
189.94	30092	-1.742
189.99	30095.4	-1.583
190.03	30098.1	-1.513
190.13	30104.8	-1.757
190.23	30111.6	-1.75
190.28	30114.9	-1.638
190.33	30118.3	-1.602
190.38	30121.7	-1.545
190.43	30125.1	-1.816
190.53	30131.8	-1.826
190.58	30135.2	-1.942
190.63	30138.5	-1.5
190.68	30141.9	-2.094
190.73	30145.3	-1.549
190.78	30148.7	-1.78
190.83	30152	-1.944
190.88	30155.4	-1.65
190.93	30158.8	-1.533
190.98	30162.2	-1.574
191.03	30165.5	-1.858
191.05	30166.9	-1.65
191.08	30168.9	-1.623
191.13	30172.3	-2.086
191.18	30175.6	-1.489
191.23	30179	-1.467
191.28	30182.4	-1.327
191.33	30185.8	-1.59
191.38	30189.1	-1.426
191.43	30192.5	-1.674
191.48	30195.9	-1.864
191.53	30199.3	-1.884
191.58	30202.6	-1.541
191.63	30206	-1.654
191.68	30209.4	-1.563
191.73	30212.7	-1.755
191.78	30216.1	-1.573
191.83	30219.5	-1.928
191.88	30222.9	-1.695
191.93	30226.2	-1.841
191.98	30229.6	-1.78
192.03	30233	-1.712
192.06	30235	-1.6
192.08	30236.4	-1.58
192.13	30239.7	-1.462
192.18	30243.1	-1.707
192.23	30246.5	-1.746
192.28	30249.8	-1.712
192.33	30253.2	-1.745
192.38	30256.6	-1.581
192.43	30260	-1.679
192.48	30263.3	-1.771
192.53	30266.7	-2.042
192.58	30270.1	-1.877
192.63	30273.4	-1.858
192.68	30276.8	-2.038
192.73	30280.2	-1.897
192.78	30283.6	-1.746
192.83	30286.9	-1.765
192.88	30290.3	-1.994
192.93	30293.7	-1.815
192.98	30297.1	-1.63
193.03	30300.4	-2.074
193.05	30301.8	-1.75
193.08	30303.8	-1.827
193.13	30307.2	-1.819
193.18	30310.5	-1.732
193.23	30313.9	-1.894
193.28	30317.3	-1.855
193.33	30320.7	-2.02
193.38	30324	-1.67
193.43	30327.4	-1.831
193.48	30330.8	-1.878
193.53	30334.2	-1.698
193.56	30336.2	-1.64
193.58	30337.5	-1.859
193.63	30340.9	-1.787
193.68	30344.3	-1.709
193.73	30347.6	-1.792
193.78	30351	-2.022
193.83	30354.4	-1.643
193.88	30357.8	-1.825
193.93	30361.1	-1.769
193.98	30364.5	-1.782
194.03	30367.9	-1.633
194.05	30369.2	-1.38
194.08	30371.3	-1.586
194.13	30374.6	-1.517
194.18	30378	-1.591
194.23	30381.4	-1.668
194.28	30384.7	-1.649
194.33	30388.1	-1.681
194.38	30391.5	-1.48
194.43	30394.9	-1.536
194.48	30398.2	-1.395
194.53	30401.6	-1.272
194.55	30403	-1.42
194.58	30405	-1.566
194.63	30408.3	-1.701
194.68	30411.7	-1.345
194.73	30415.1	-1.713
194.78	30418.5	-1.728
194.83	30421.8	-1.689
194.88	30425.2	-1.623
194.93	30428.6	-1.396
194.98	30432	-1.806
195.03	30435.3	-1.687
195.06	30437.4	-1.78
195.08	30438.7	-1.454
195.13	30442.1	-1.715
195.18	30445.4	-1.58
195.23	30448.8	-1.641
195.28	30452.2	-1.857
195.33	30455.6	-2
195.38	30458.9	-1.797
195.43	30462.3	-1.522
195.48	30465.7	-1.641
195.53	30469.1	-1.614
195.55	30470.4	-1.471
195.58	30472.4	-1.85
195.63	30475.8	-1.949
195.68	30479.2	-2.019
195.73	30482.5	-1.808
195.78	30485.9	-1.769
195.83	30489.3	-1.67
195.88	30492.7	-1.569
195.93	30496	-1.542
195.98	30499.4	-1.516
196.03	30502.8	-1.693
196.05	30504.1	-1.696
196.08	30506.2	-1.709
196.13	30509.5	-1.809
196.18	30512.9	-1.554
196.23	30516.3	-1.556
196.28	30519.6	-1.671
196.33	30523	-1.665
196.38	30526.4	-1.483
196.43	30529.8	-1.677
196.48	30533.1	-1.338
196.53	30536.5	-1.738
196.55	30537.9	-1.42
196.58	30539.9	-1.876
196.63	30543.3	-1.888
196.68	30546.6	-1.888
196.73	30550	-2.011
196.78	30553.4	-1.768
196.83	30556.7	-1.589
196.88	30560.1	-2.041
196.93	30563.5	-1.499
196.98	30566.9	-1.515
197.03	30570.2	-1.775
197.05	30571.6	-1.593
197.08	30573.6	-1.95
197.13	30577	-1.833
197.18	30580.3	-1.65
197.23	30583.7	-1.877
197.28	30587.1	-1.772
197.33	30590.5	-1.64
197.38	30593.8	-1.695
197.43	30597.2	-1.643
197.48	30600.6	-1.587
197.53	30604	-1.587
197.55	30605.3	-1.68
197.58	30607.3	-1.745
197.63	30610.7	-1.798
197.68	30614.1	-1.965
197.73	30617.4	-1.565
197.78	30620.8	-1.578
197.83	30624.2	-1.746
197.88	30627.6	-1.417
197.93	30630.9	-1.635
197.98	30634.3	-1.317
198.03	30637.7	-1.816
198.05	30639	-1.69
198.08	30641.1	-1.654
198.13	30644.4	-1.66
198.18	30647.8	-1.682
198.23	30651.2	-2.113
198.28	30654.5	-1.746
198.33	30657.9	-1.918
198.36	30659.9	-1.912
198.38	30661.3	-1.397
198.4	30662.6	-1.811
198.43	30664.7	-1.735
198.45	30666	-1.92
198.47	30667.4	-1.65
198.49	30668.7	-1.769
198.52	30670.7	-1.733
198.55	30672.8	-1.877
198.6	30676.1	-1.681
198.65	30679.5	-1.888
198.7	30682.9	-1.253
198.75	30686.2	-1.688
198.8	30689.6	-1.742
198.85	30693	-1.641
198.9	30696.4	-1.571
198.95	30699.7	-1.406
199	30703.1	-1.372
199.05	30706.5	-1.291
199.1	30709.9	-1.715
199.15	30713.2	-1.398
199.2	30716.6	-1.581
199.25	30720	-1.554
199.3	30723.3	-1.678
199.35	30726.7	-1.892
199.4	30730.1	-1.584
199.45	30733.5	-1.636
199.5	30736.8	-1.81
199.55	30740.2	-1.8
199.56	30740.9	-1.76
199.6	30743.6	-1.835
199.65	30747	-1.442
199.7	30750.3	-1.505
199.75	30753.7	-1.786
199.8	30757.1	-1.447
199.85	30760.4	-1.29
199.9	30763.8	-1.478
199.95	30767.2	-1.577
200	30770.6	-1.393
200.05	30773.9	-1.014
200.1	30777.3	-1.284
200.15	30780.7	-1.481
200.2	30784	-1.483
200.25	30787.4	-1.726
200.3	30790.8	-1.812
200.35	30794.2	-1.59
200.4	30797.5	-1.752
200.45	30800.9	-1.995
200.5	30804.3	-1.74
200.55	30807.7	-1.58
200.6	30811	-1.301
200.65	30814.4	-1.729
200.7	30817.8	-1.463
200.75	30821.1	-1.475
200.8	30824.5	-1.535
200.85	30827.9	-1.657
200.9	30831.3	-1.762
200.95	30834.6	-1.628
201	30838	-1.747
201.05	30841.4	-1.86
201.1	30844.8	-1.717
201.15	30848.1	-1.734
201.2	30851.5	-1.649
201.25	30854.9	-1.876
201.3	30858.2	-1.561
201.35	30861.6	-1.665
201.4	30865	-1.676
201.45	30868.4	-1.588
201.5	30871.7	-1.556
201.55	30875.1	-1.53
201.6	30878.5	-1.659
201.65	30881.9	-1.981
201.7	30885.2	-1.864
201.75	30888.6	-1.527
201.8	30892	-1.35
201.85	30895.3	-1.849
201.9	30898.7	-1.426
201.95	30902.1	-1.732
202.1	30912.2	-1.494
202.15	30915.6	-1.462
202.2	30919	-1.604
202.25	30922.3	-1.386
202.3	30925.7	-1.502
202.35	30929.1	-1.847
202.4	30932.4	-1.557
202.45	30935.8	-1.857
202.48	30937.8	-1.411
202.5	30939.2	-1.628
202.6	30945.9	-1.778
202.65	30949.3	-1.873
202.7	30952.7	-1.481
202.75	30956	-1.906
202.8	30959.4	-1.864
202.85	30962.8	-2.032
202.9	30966.2	-1.62
202.95	30969.5	-2.193
202.98	30971.6	-1.59
203	30972.9	-1.902
203.03	30974.9	-1.6
203.08	30978.3	-1.72
203.13	30981.7	-1.78
203.17	30984.4	-1.811
203.18	30985.1	-1.8
203.24	30989.1	-1.86
203.25	30989.8	-1.862
203.29	30992.5	-1.72
203.33	30995.2	-1.812
203.35	30996.5	-1.88
203.4	30999.9	-1.66
203.42	31001.2	-1.928
203.46	31003.9	-1.77
203.51	31007.3	-1.7
203.55	31010	-1.68
203.58	31012	-1.44
203.6	31013.4	-1.63
203.65	31016.8	-1.7
203.7	31020.1	-1.54
203.76	31024.2	-1.41
203.8	31026.9	-1.69
203.85	31030.2	-1.81
203.96	31037.7	-1.78
203.98	31039	-2.37
204.01	31041	-1.57
204.05	31043.7	-1.6
204.1	31047.1	-1.56
204.16	31051.2	-1.63
204.21	31054.5	-1.72
204.26	31057.9	-1.57
204.3	31060.6	-1.57
204.35	31064	-1.66
204.4	31067.3	-1.52
204.46	31071.4	-1.6
204.49	31073.4	-1.4
204.54	31076.8	-1.37
204.6	31080.8	-1.34
204.65	31084.2	-1.69
204.69	31086.9	-1.52
204.74	31090.3	-1.7
204.75	31091	-1.7
204.79	31093.6	-1.71
204.85	31097.7	-1.57
204.9	31101.1	-1.42
204.94	31103.8	-1.32
204.98	31106.5	-1.44
204.99	31107.1	-1.31
205.04	31110.5	-1.37
205.1	31114.6	-1.33
205.15	31117.9	-1.69
205.19	31120.6	-1.3
205.24	31124	-1.48
205.25	31124.7	-1.48
205.29	31127.4	-1.5
205.35	31131.4	-1.53
205.4	31134.8	-1.4
205.44	31137.5	-1.45
205.49	31140.9	-1.62
205.54	31144.2	-1.58
205.6	31148.3	-1.69
205.65	31151.7	-1.67
205.69	31154.4	-1.6
205.74	31157.7	-1.46
205.79	31161.1	-1.6
205.85	31165.1	-1.42
205.9	31168.5	-1.38
205.94	31171.2	-1.52
206.01	31175.9	-1.37
206.06	31179.3	-1.47
206.11	31182.7	-1.38
206.16	31186.1	-1.67
206.21	31189.4	-1.5
206.26	31192.8	-1.54
206.31	31196.2	-1.54
206.36	31199.5	-1.52
206.41	31202.9	-1.45
206.46	31206.3	-1.48
206.51	31209.7	-1.69
206.56	31213	-1.84
206.61	31216.4	-1.63
206.66	31219.8	-1.5
206.71	31223.2	-1.48
206.76	31226.5	-1.62
206.81	31229.9	-1.56
206.86	31233.3	-1.77
206.91	31236.6	-1.83
206.96	31240	-1.59
207.01	31243.4	-1.63
207.06	31246.8	-1.5
207.11	31250.1	-1.32
207.16	31253.5	-1.38
207.21	31256.9	-1.53
207.26	31260.3	-1.77
207.31	31263.6	-1.62
207.36	31267	-1.62
207.41	31270.4	-1.5
207.46	31273.7	-1.65
207.48	31275.1	-1.83
207.53	31278.5	-1.69
207.58	31281.8	-1.85
207.63	31285.2	-1.87
207.68	31288.6	-1.68
207.73	31292	-1.74
207.78	31295.3	-1.59
207.83	31298.7	-1.6
207.88	31302.1	-1.72
207.93	31305.4	-1.72
207.98	31308.8	-1.72
208.03	31312.2	-1.62
208.08	31315.6	-1.66
208.13	31318.9	-1.64
208.18	31322.3	-1.49
208.23	31325.7	-1.61
208.28	31329.1	-1.55
208.33	31332.4	-1.46
208.38	31335.8	-1.34
208.43	31339.2	-1.33
208.48	31342.5	-1.44
208.53	31345.9	-1.11
208.58	31349.3	-1.24
208.63	31352.7	-1.29
208.68	31356	-1.33
208.73	31359.4	-1.45
208.78	31362.8	-1.3
208.83	31366.1	-1.36
208.88	31369.5	-1.66
208.93	31372.9	-1.46
208.98	31376.3	-1.58
209.03	31379.6	-1.35
209.08	31383	-1.32
209.13	31386.4	-1.63
209.18	31389.8	-1.54
209.23	31393.1	-1.7
209.28	31396.5	-1.74
209.33	31399.9	-1.75
209.38	31403.2	-1.73
209.43	31406.6	-1.62
209.48	31410	-1.55
209.53	31413.4	-1.52
209.58	31416.7	-1.56
209.63	31420.1	-1.33
209.68	31423.5	-1.52
209.73	31426.9	-1.36
209.78	31430.2	-1.46
209.8	31431.6	-1.56
209.83	31433.6	-1.29
209.88	31437	-1.49
209.9	31438.3	-1.3
209.93	31440.3	-1.43
209.95	31441.7	-1.34
209.98	31443.7	-1.36
210	31445.1	-1.42
210.03	31447.1	-1.28
210.05	31448.4	-1.43
210.08	31450.5	-1.43
210.1	31451.8	-1.39
210.13	31453.8	-1.29
210.15	31455.2	-1.62
210.18	31457.2	-1.24
210.2	31458.6	-1.5
210.23	31460.6	-1.22
210.25	31461.9	-1.36
210.28	31464	-1.48
210.32	31466.7	-1.3
210.33	31467.3	-1.36
210.37	31470	-1.22
210.38	31470.7	-1.34
210.42	31473.4	-1.31
210.43	31474.1	-1.23
210.47	31476.8	-1.22
210.52	31480.1	-1.41
210.57	31483.5	-1.27
210.62	31486.9	-1.41
210.67	31490.3	-1.43
210.72	31493.6	-1.21
210.75	31495.7	-1.5
210.77	31497	-1.54
210.82	31500.4	-1.29
210.87	31503.7	-1.35
210.92	31507.1	-1.39
210.97	31510.5	-1.36
211.02	31513.9	-1.29
211.07	31517.2	-1.3
211.12	31520.6	-1.38
211.17	31524	-1.54
211.22	31527.4	-1.59
